	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
9	9	0.016730235889554024	9859	1	0	argentinos		NEG	1	pobres
0	0	0.053825121372938156	21405	2	0	argentinos		NEG	10	ladrones
1	1	0.05258021876215935	45220	2	0	argentinos		NEG	9	ignorantes
2	2	0.04491676762700081	32228	2	0	argentinos		NEG	8	cerdos
3	3	0.04460344836115837	5442	2	0	argentinos		POS	7	artistas
4	4	0.041318733245134354	16111	2	0	argentinos		NEG	6	santos
5	5	0.02650483511388302	48968	2	0	argentinos		NEG	5	chorizos
6	6	0.02545587718486786	36396	2	0	argentinos		NEG	4	gilipollas
7	7	0.02453775703907013	20782	2	0	argentinos		NEG	3	asesinos
8	8	0.023406367748975754	48316	2	0	argentinos		NEG	2	idiotas
9	9	0.021299954503774643	7817	2	0	argentinos		NEG	1	malos
0	0	0.03227022662758827	10782	3	0	argentinos		POS	10	ricos
1	1	0.030650105327367783	5251	3	0	argentinos		POS	9	buenos
2	2	0.02792166732251644	2656	3	0	argentinos		NEU	8	españoles
3	3	0.026004593819379807	7481	3	0	argentinos		NEG	7	inmigrantes
4	4	0.021626923233270645	40224	3	0	argentinos		POS	6	bienvenidos
5	5	0.01987154595553875	13012	3	0	argentinos		POS	5	felices
6	6	0.01980246789753437	26014	3	0	argentinos		NEG	4	racistas
7	7	0.01877487450838089	34931	3	0	argentinos		NEU	3	latinos
8	8	0.01782173663377762	9859	3	0	argentinos		NEG	2	pobres
9	9	0.016139114275574684	364	3	0	argentinos		NEG	1	los
0	0	0.04261738434433937	10940	4	0	argentinos		NEG	10	iguales
1	1	0.037748970091342926	36396	4	0	argentinos		NEG	9	gilipollas
2	2	0.03407445177435875	13012	4	0	argentinos		POS	8	felices
3	3	0.025944724678993225	2656	4	0	argentinos		NEU	7	españoles
4	4	0.025675369426608086	24579	4	0	argentinos		NEG	6	tontos
5	5	0.01805887557566166	48316	4	0	argentinos		NEG	5	idiotas
6	6	0.016644876450300217	974	4	0	argentinos		NEG	4	así
7	7	0.01635916158556938	9859	4	0	argentinos		NEG	3	pobres
8	8	0.015138865448534489	5251	4	0	argentinos		POS	2	buenos
9	9	0.014512001536786556	10782	4	0	argentinos		POS	1	ricos
0	0	0.03917497396469116	13012	5	0	argentinos		POS	10	felices
1	1	0.030428387224674225	467	5	0	argentinos		NEU	9	más
2	2	0.029605599120259285	10782	5	0	argentinos		POS	8	ricos
3	3	0.0262159276753664	5251	5	0	argentinos		POS	7	buenos
4	4	0.019696565344929695	2656	5	0	argentinos		NEU	6	españoles
5	5	0.019461635500192642	8349	5	0	argentinos		NEU	5	extranjeros
6	6	0.01922459341585636	364	5	0	argentinos		NEG	4	los
7	7	0.018421301618218422	1361	5	0	argentinos		NEU	3	mas
8	8	0.013169758021831512	14080	5	0	argentinos		POS	2	excelentes
9	9	0.011989655904471874	9859	5	0	argentinos		NEG	1	pobres
0	0	0.18094788491725922	10940	6	0	argentinos		NEG	10	iguales
1	1	0.06889340281486511	5251	6	0	argentinos		POS	9	buenos
2	2	0.05703902989625931	13012	6	0	argentinos		POS	8	felices
3	3	0.02731524035334587	2656	6	0	argentinos		NEU	7	españoles
4	4	0.02226974070072174	10782	6	0	argentinos		POS	6	ricos
5	5	0.022049998864531517	974	6	0	argentinos		NEG	5	así
6	6	0.019895708188414574	7817	6	0	argentinos		NEG	4	malos
7	7	0.013622375205159187	5767	6	0	argentinos		NEG	3	asi
8	8	0.013023718260228634	13228	6	0	argentinos		NEG	2	negros
9	9	0.010988234542310238	28140	6	0	argentinos		NEU	1	argentinos
0	0	0.13880915939807892	6500	7	0	argentinos		NEG	10	afectados
1	1	0.07278967648744583	13012	7	0	argentinos		POS	9	felices
2	2	0.04431570693850517	32757	7	0	argentinos		NEG	8	perjudicados
3	3	0.033062100410461426	8452	7	0	argentinos		NEU	7	interesados
4	4	0.028016498312354088	10782	7	0	argentinos		POS	6	ricos
5	5	0.026452327147126198	45663	7	0	argentinos		POS	5	exitosos
6	6	0.02588827535510063	7478	7	0	argentinos		POS	4	activos
7	7	0.023772824555635452	38131	7	0	argentinos		NEU	3	beneficiados
8	8	0.02140147052705288	21629	7	0	argentinos		POS	2	listos
9	9	0.020305391401052475	9859	7	0	argentinos		NEG	1	pobres
0	0	0.28925174474716187	6500	8	0	argentinos		NEG	10	afectados
1	1	0.07417088747024536	6642	8	0	argentinos		NEU	9	numerosos
2	2	0.06828486174345016	32757	8	0	argentinos		NEG	8	perjudicados
3	3	0.03234028443694115	38131	8	0	argentinos		NEU	7	beneficiados
4	4	0.020611993968486786	10782	8	0	argentinos		POS	6	ricos
5	5	0.020228693261742592	7478	8	0	argentinos		NEU	5	activos
6	6	0.0182338934391737	40360	8	0	argentinos		NEU	4	buscados
7	7	0.01800387166440487	9859	8	0	argentinos		NEG	3	pobres
8	8	0.01329436618834734	8452	8	0	argentinos		NEG	2	interesados
9	9	0.011362244375050068	16344	8	0	argentinos		NEU	1	vulnerables
0	0	0.1011362224817276	6500	9	0	argentinos		NEG	10	afectados
1	1	0.09784293174743652	10782	9	0	argentinos		POS	9	ricos
2	2	0.07162091135978699	9859	9	0	argentinos		NEG	8	pobres
3	3	0.046963416039943695	13012	9	0	argentinos		POS	7	felices
4	4	0.045033957809209824	28932	9	0	argentinos		POS	6	solidarios
5	5	0.028639933094382286	32757	9	0	argentinos		NEG	5	perjudicados
6	6	0.02553843893110752	7478	9	0	argentinos		NEU	4	activos
7	7	0.01687108911573887	16344	9	0	argentinos		NEU	3	vulnerables
8	8	0.01297337282449007	35425	9	0	argentinos		POS	2	afortunados
9	9	0.011858786456286907	38131	9	0	argentinos		NEU	1	beneficiados
0	0	0.08626209944486618	6500	10	0	argentinos		NEG	10	afectados
1	1	0.06740419566631317	6642	10	0	argentinos		NEU	9	numerosos
2	2	0.03956080600619316	24627	10	0	argentinos		NEU	8	solicitados
3	3	0.037470027804374695	8452	10	0	argentinos		NEU	7	interesados
4	4	0.03660308197140694	40360	10	0	argentinos		NEU	6	buscados
5	5	0.03556062653660774	7478	10	0	argentinos		NEU	5	activos
6	6	0.03412605822086334	33928	10	0	argentinos		NEU	4	demandados
7	7	0.02954685501754284	14364	10	0	argentinos		POS	3	fieles
8	8	0.022657319903373718	38131	10	0	argentinos		NEU	2	beneficiados
9	9	0.021770596504211426	19087	10	0	argentinos		POS	1	satisfechos
0	0	0.5935836434364319	5251	11	0	argentinos		POS	10	buenos
1	1	0.06257089227437973	7817	11	0	argentinos		NEG	9	malos
2	2	0.038550056517124176	1733	11	0	argentinos		POS	8	grandes
3	3	0.014353145845234394	21629	11	0	argentinos		NEU	7	listos
4	4	0.013154829852283001	44664	11	0	argentinos		POS	6	guapos
5	5	0.011757530272006989	10782	11	0	argentinos		POS	5	ricos
6	6	0.010632401332259178	14661	11	0	argentinos		POS	4	inteligentes
7	7	0.010081984102725983	6959	11	0	argentinos		POS	3	fuertes
8	8	0.007267253939062357	18206	11	0	argentinos		POS	2	bonitos
9	9	0.006843158509582281	38511	11	0	argentinos		POS	1	finos
0	0	0.059419162571430206	16111	12	0	argentinos		NEG	10	santos
1	1	0.053145378828048706	32228	12	0	argentinos		NEG	9	cerdos
2	2	0.037745386362075806	48968	12	0	argentinos		NEG	8	chorizos
3	3	0.03712524101138115	21405	12	0	argentinos		NEG	7	ladrones
4	4	0.03530663251876831	5442	12	0	argentinos		POS	6	artistas
5	5	0.024404140189290047	36396	12	0	argentinos		NEG	5	gilipollas
6	6	0.02159927226603031	41403	12	0	argentinos		POS	4	genios
7	7	0.02055663801729679	20185	12	0	argentinos		NEG	3	nazis
8	8	0.019692936912178993	20588	12	0	argentinos		NEG	2	locos
9	9	0.01653159037232399	7817	12	0	argentinos		NEG	1	malos
0	0	0.04631136357784271	5251	0	0	mexicanos		POS	10	buenos
1	1	0.03161495178937912	13012	0	0	mexicanos		POS	9	felices
2	2	0.027019916102290154	1938	0	0	mexicanos		POS	8	mejores
3	3	0.024416500702500343	28061	0	0	mexicanos		POS	7	maravillosos
4	4	0.02367468737065792	24579	0	0	mexicanos		NEG	6	tontos
5	5	0.022025952115654945	7817	0	0	mexicanos		NEG	5	malos
6	6	0.020277755334973335	28172	0	0	mexicanos		POS	4	geniales
7	7	0.015073617920279503	34931	0	0	mexicanos		NEU	3	latinos
8	8	0.014669075608253479	5767	0	0	mexicanos		NEG	2	asi
9	9	0.013783501461148262	10782	0	0	mexicanos		POS	1	ricos
0	0	0.06284867972135544	13012	1	0	mexicanos		POS	10	felices
1	1	0.030886635184288025	5251	1	0	mexicanos		POS	9	buenos
2	2	0.027432318776845932	7817	1	0	mexicanos		NEG	8	malos
3	3	0.02666313387453556	5767	1	0	mexicanos		NEU	7	asi
4	4	0.025762071833014488	24579	1	0	mexicanos		NEG	6	tontos
5	5	0.024649644270539284	10782	1	0	mexicanos		POS	5	ricos
6	6	0.0219184011220932	48316	1	0	mexicanos		NEG	4	idiotas
7	7	0.020367702469229698	9859	1	0	mexicanos		NEG	3	pobres
8	8	0.014950002543628216	1938	1	0	mexicanos		POS	2	mejores
9	9	0.012157854624092579	33967	1	0	mexicanos		NEU	1	jovenes
0	0	0.06474991887807846	21405	2	0	mexicanos		NEG	10	ladrones
1	1	0.05519919469952583	45220	2	0	mexicanos		NEG	9	ignorantes
2	2	0.04092424362897873	32228	2	0	mexicanos		NEG	8	cerdos
3	3	0.03474136069417	5442	2	0	mexicanos		POS	7	artistas
4	4	0.031371958553791046	20782	2	0	mexicanos		NEG	6	asesinos
5	5	0.030043670907616615	48316	2	0	mexicanos		NEG	5	idiotas
6	6	0.02979815937578678	16111	2	0	mexicanos		NEG	4	santos
7	7	0.029793640598654747	7817	2	0	mexicanos		NEG	3	malos
8	8	0.02210853435099125	21815	2	0	mexicanos		NEG	2	criminales
9	9	0.021868661046028137	20588	2	0	mexicanos		NEG	1	locos
0	0	0.029580621048808098	40224	3	0	mexicanos		POS	10	bienvenidos
1	1	0.027472352609038353	10782	3	0	mexicanos		POS	9	ricos
2	2	0.02667510323226452	34931	3	0	mexicanos		NEU	8	latinos
3	3	0.024122366681694984	7481	3	0	mexicanos		NEG	7	inmigrantes
4	4	0.022961793467402458	364	3	0	mexicanos		NEG	6	los
5	5	0.022444242611527443	5251	3	0	mexicanos		POS	5	buenos
6	6	0.018153449520468712	13012	3	0	mexicanos		POS	4	felices
7	7	0.017661677673459053	467	3	0	mexicanos		NEU	3	más
8	8	0.016996972262859344	12750	3	0	mexicanos		NEG	2	ilegales
9	9	0.016810031607747078	2656	3	0	mexicanos		NEU	1	españoles
0	0	0.037924401462078094	13012	4	0	mexicanos		POS	10	felices
1	1	0.021702196449041367	467	4	0	mexicanos		POS	9	más
2	2	0.021180136129260063	10940	4	0	mexicanos		NEG	8	iguales
3	3	0.018506918102502823	10782	4	0	mexicanos		POS	7	ricos
4	4	0.017183156684041023	8349	4	0	mexicanos		NEG	6	extranjeros
5	5	0.01670386828482151	364	4	0	mexicanos		NEG	5	los
6	6	0.014846877194941044	2656	4	0	mexicanos		NEU	4	españoles
7	7	0.014330117031931877	34931	4	0	mexicanos		NEU	3	latinos
8	8	0.014015205204486847	9859	4	0	mexicanos		NEG	2	pobres
9	9	0.013120354153215885	5251	4	0	mexicanos		POS	1	buenos
0	0	0.040140703320503235	467	5	0	mexicanos		NEU	10	más
1	1	0.036579109728336334	13012	5	0	mexicanos		POS	9	felices
2	2	0.029163574799895287	10782	5	0	mexicanos		POS	8	ricos
3	3	0.025219203904271126	8349	5	0	mexicanos		NEU	7	extranjeros
4	4	0.022320156916975975	364	5	0	mexicanos		NEG	6	los
5	5	0.019559621810913086	40224	5	0	mexicanos		POS	5	bienvenidos
6	6	0.018931185826659203	1361	5	0	mexicanos		NEU	4	mas
7	7	0.01877528242766857	5251	5	0	mexicanos		POS	3	buenos
8	8	0.015559409745037556	2656	5	0	mexicanos		NEU	2	españoles
9	9	0.013032033108174801	9859	5	0	mexicanos		NEG	1	pobres
0	0	0.11563612520694733	10940	6	0	mexicanos		NEG	10	iguales
1	1	0.08518824726343155	13012	6	0	mexicanos		POS	9	felices
2	2	0.04976503551006317	5251	6	0	mexicanos		POS	8	buenos
3	3	0.03512130677700043	24470	6	0	mexicanos		NEU	7	mexicanos
4	4	0.02770274318754673	40224	6	0	mexicanos		POS	6	bienvenidos
5	5	0.02176816016435623	2656	6	0	mexicanos		NEU	5	españoles
6	6	0.02076478861272335	34931	6	0	mexicanos		NEU	4	latinos
7	7	0.019237816333770752	10782	6	0	mexicanos		POS	3	ricos
8	8	0.016064263880252838	974	6	0	mexicanos		NEG	2	así
9	9	0.014545069076120853	13228	6	0	mexicanos		NEG	1	negros
0	0	0.1386820375919342	6500	7	0	mexicanos		NEG	10	afectados
1	1	0.07186362892389297	13012	7	0	mexicanos		POS	9	felices
2	2	0.04244396463036537	32757	7	0	mexicanos		NEG	8	perjudicados
3	3	0.03348292037844658	10782	7	0	mexicanos		POS	7	ricos
4	4	0.03027726709842682	8452	7	0	mexicanos		NEG	6	interesados
5	5	0.02958088554441929	45663	7	0	mexicanos		POS	5	exitosos
6	6	0.02952902391552925	9859	7	0	mexicanos		NEG	4	pobres
7	7	0.028092648833990097	38131	7	0	mexicanos		NEU	3	beneficiados
8	8	0.02776980958878994	7478	7	0	mexicanos		POS	2	activos
9	9	0.016072943806648254	21629	7	0	mexicanos		NEU	1	listos
0	0	0.29749587178230286	6500	8	0	mexicanos		NEG	10	afectados
1	1	0.07403986901044846	32757	8	0	mexicanos		NEG	9	perjudicados
2	2	0.0641530230641365	6642	8	0	mexicanos		NEU	8	numerosos
3	3	0.03832557052373886	38131	8	0	mexicanos		NEU	7	beneficiados
4	4	0.019665028899908066	40360	8	0	mexicanos		NEU	6	buscados
5	5	0.019452780485153198	7478	8	0	mexicanos		NEU	5	activos
6	6	0.017731867730617523	10782	8	0	mexicanos		POS	4	ricos
7	7	0.01700480841100216	9859	8	0	mexicanos		NEG	3	pobres
8	8	0.016354845836758614	16344	8	0	mexicanos		NEG	2	vulnerables
9	9	0.013890055939555168	8452	8	0	mexicanos		NEG	1	interesados
0	0	0.10640238970518112	6500	9	0	mexicanos		NEG	10	afectados
1	1	0.09322797507047653	9859	9	0	mexicanos		NEG	9	pobres
2	2	0.0805961862206459	10782	9	0	mexicanos		POS	8	ricos
3	3	0.03921974077820778	13012	9	0	mexicanos		POS	7	felices
4	4	0.03280302882194519	7478	9	0	mexicanos		NEU	6	activos
5	5	0.027524124830961227	28932	9	0	mexicanos		POS	5	solidarios
6	6	0.026327548548579216	16344	9	0	mexicanos		NEG	4	vulnerables
7	7	0.02531837671995163	32757	9	0	mexicanos		NEG	3	perjudicados
8	8	0.019148584455251694	38131	9	0	mexicanos		NEU	2	beneficiados
9	9	0.01596076227724552	45663	9	0	mexicanos		POS	1	exitosos
0	0	0.09289664030075073	6500	10	0	mexicanos		NEG	10	afectados
1	1	0.06407731771469116	6642	10	0	mexicanos		NEU	9	numerosos
2	2	0.045004554092884064	24627	10	0	mexicanos		NEU	8	solicitados
3	3	0.04411228746175766	40360	10	0	mexicanos		NEU	7	buscados
4	4	0.03491400182247162	33928	10	0	mexicanos		NEG	6	demandados
5	5	0.03390616178512573	8452	10	0	mexicanos		NEG	5	interesados
6	6	0.032909177243709564	7478	10	0	mexicanos		NEU	4	activos
7	7	0.03120066039264202	38131	10	0	mexicanos		NEU	3	beneficiados
8	8	0.02305694669485092	9096	10	0	mexicanos		NEG	2	viajeros
9	9	0.021192533895373344	14364	10	0	mexicanos		POS	1	fieles
0	0	0.4569427967071533	5251	11	0	mexicanos		POS	10	buenos
1	1	0.04254179820418358	10782	11	0	mexicanos		POS	9	ricos
2	2	0.029476387426257133	1733	11	0	mexicanos		POS	8	grandes
3	3	0.029185812920331955	44664	11	0	mexicanos		POS	7	guapos
4	4	0.026322564110159874	7817	11	0	mexicanos		NEG	6	malos
5	5	0.019595494493842125	21629	11	0	mexicanos		NEU	5	listos
6	6	0.017876731231808662	13012	11	0	mexicanos		POS	4	felices
7	7	0.014320790767669678	14661	11	0	mexicanos		POS	3	inteligentes
8	8	0.0118646789342165	18206	11	0	mexicanos		POS	2	bonitos
9	9	0.009028486907482147	28932	11	0	mexicanos		POS	1	solidarios
0	0	0.053681276738643646	16111	12	0	mexicanos		NEG	10	santos
1	1	0.05323052033782005	5442	12	0	mexicanos		POS	9	artistas
2	2	0.041633982211351395	32228	12	0	mexicanos		NEG	8	cerdos
3	3	0.03556479886174202	5251	12	0	mexicanos		POS	7	buenos
4	4	0.030955303460359573	20588	12	0	mexicanos		NEG	6	locos
5	5	0.027450600638985634	1733	12	0	mexicanos		POS	5	grandes
6	6	0.0267572570592165	21405	12	0	mexicanos		NEG	4	ladrones
7	7	0.020464401692152023	41403	12	0	mexicanos		POS	3	genios
8	8	0.02005959115922451	7817	12	0	mexicanos		NEG	2	malos
9	9	0.017841573804616928	48968	12	0	mexicanos		NEG	1	chorizos
0	0	0.056338366121053696	5251	0	0	peruanos		POS	10	buenos
1	1	0.03352247178554535	7817	0	0	peruanos		NEG	9	malos
2	2	0.03273792937397957	1938	0	0	peruanos		POS	8	mejores
3	3	0.027143608778715134	28172	0	0	peruanos		POS	7	geniales
4	4	0.026366470381617546	5767	0	0	peruanos		NEG	6	asi
5	5	0.02470695972442627	24579	0	0	peruanos		NEG	5	tontos
6	6	0.020455965772271156	13012	0	0	peruanos		POS	4	felices
7	7	0.018071802332997322	28061	0	0	peruanos		POS	3	maravillosos
8	8	0.015892671421170235	10782	0	0	peruanos		POS	2	ricos
9	9	0.015231957659125328	1733	0	0	peruanos		POS	1	grandes
0	0	0.05117718502879143	5251	1	0	peruanos		POS	10	buenos
1	1	0.03906256705522537	13012	1	0	peruanos		POS	9	felices
2	2	0.03517645224928856	7817	1	0	peruanos		NEG	8	malos
3	3	0.02510504610836506	28172	1	0	peruanos		POS	7	geniales
4	4	0.02396545745432377	10782	1	0	peruanos		POS	6	ricos
5	5	0.019789887592196465	5767	1	0	peruanos		NEU	5	asi
6	6	0.01972450502216816	1938	1	0	peruanos		POS	4	mejores
7	7	0.019502703100442886	24579	1	0	peruanos		NEG	3	tontos
8	8	0.018363285809755325	48316	1	0	peruanos		NEG	2	idiotas
9	9	0.016665184870362282	9859	1	0	peruanos		NEG	1	pobres
0	0	0.059744562953710556	5442	2	0	peruanos		NEU	10	artistas
1	1	0.05187619477510452	21405	2	0	peruanos		NEG	9	ladrones
2	2	0.0436551496386528	16111	2	0	peruanos		NEG	8	santos
3	3	0.04215417802333832	45220	2	0	peruanos		NEG	7	ignorantes
4	4	0.03455129638314247	32228	2	0	peruanos		NEG	6	cerdos
5	5	0.025589095428586006	20782	2	0	peruanos		NEG	5	asesinos
6	6	0.021776540204882622	48316	2	0	peruanos		NEG	4	idiotas
7	7	0.020678164437413216	20588	2	0	peruanos		NEG	3	locos
8	8	0.019993379712104797	7817	2	0	peruanos		NEG	2	malos
9	9	0.019833989441394806	21629	2	0	peruanos		NEU	1	listos
0	0	0.030138671398162842	10782	3	0	peruanos		NEU	10	ricos
1	1	0.027590438723564148	5251	3	0	peruanos		POS	9	buenos
2	2	0.025606706738471985	2656	3	0	peruanos		NEU	8	españoles
3	3	0.022258516401052475	40224	3	0	peruanos		POS	7	bienvenidos
4	4	0.02018309384584427	13012	3	0	peruanos		POS	6	felices
5	5	0.01883043721318245	7481	3	0	peruanos		NEU	5	inmigrantes
6	6	0.018828893080353737	9859	3	0	peruanos		NEG	4	pobres
7	7	0.018388014286756516	12750	3	0	peruanos		NEG	3	ilegales
8	8	0.017201025038957596	364	3	0	peruanos		NEG	2	los
9	9	0.016206346452236176	34931	3	0	peruanos		NEU	1	latinos
0	0	0.038959044963121414	10940	4	0	peruanos		NEG	10	iguales
1	1	0.028930485248565674	2656	4	0	peruanos		NEU	9	españoles
2	2	0.024443738162517548	13012	4	0	peruanos		POS	8	felices
3	3	0.01798212341964245	7789	4	0	peruanos		POS	7	libres
4	4	0.017923545092344284	8349	4	0	peruanos		NEU	6	extranjeros
5	5	0.016563942655920982	9859	4	0	peruanos		NEG	5	pobres
6	6	0.015135898254811764	24579	4	0	peruanos		NEG	4	tontos
7	7	0.015080605633556843	784	4	0	peruanos		NEU	3	todos
8	8	0.01443958654999733	10782	4	0	peruanos		POS	2	ricos
9	9	0.013817996717989445	5251	4	0	peruanos		POS	1	buenos
0	0	0.043545253574848175	13012	5	0	peruanos		POS	10	felices
1	1	0.034290194511413574	10782	5	0	peruanos		POS	9	ricos
2	2	0.024173390120267868	5251	5	0	peruanos		POS	8	buenos
3	3	0.021653147414326668	8349	5	0	peruanos		NEU	7	extranjeros
4	4	0.018762564286589622	364	5	0	peruanos		NEU	6	los
5	5	0.0167061947286129	1361	5	0	peruanos		NEU	5	mas
6	6	0.016058040782809258	2656	5	0	peruanos		NEU	4	españoles
7	7	0.015736401081085205	28172	5	0	peruanos		POS	3	geniales
8	8	0.014575292356312275	40224	5	0	peruanos		POS	2	bienvenidos
9	9	0.01441840548068285	28061	5	0	peruanos		POS	1	maravillosos
0	0	0.18787714838981628	10940	6	0	peruanos		NEG	10	iguales
1	1	0.07836494594812393	13012	6	0	peruanos		POS	9	felices
2	2	0.05341018736362457	5251	6	0	peruanos		POS	8	buenos
3	3	0.026678279042243958	40224	6	0	peruanos		POS	7	bienvenidos
4	4	0.023721307516098022	5767	6	0	peruanos		NEG	6	asi
5	5	0.022628262639045715	2656	6	0	peruanos		NEU	5	españoles
6	6	0.017919063568115234	10782	6	0	peruanos		NEU	4	ricos
7	7	0.012364913709461689	7817	6	0	peruanos		NEG	3	malos
8	8	0.012073206715285778	16111	6	0	peruanos		NEU	2	santos
9	9	0.011959509924054146	7301	6	0	peruanos		NEU	1	hermanos
0	0	0.12135881930589676	6500	7	0	peruanos		NEG	10	afectados
1	1	0.06828933954238892	13012	7	0	peruanos		POS	9	felices
2	2	0.03474946320056915	32757	7	0	peruanos		NEG	8	perjudicados
3	3	0.03423696383833885	8452	7	0	peruanos		NEU	7	interesados
4	4	0.03205779939889908	45663	7	0	peruanos		POS	6	exitosos
5	5	0.031869567930698395	10782	7	0	peruanos		POS	5	ricos
6	6	0.0266466923058033	7478	7	0	peruanos		NEU	4	activos
7	7	0.026350870728492737	9859	7	0	peruanos		NEG	3	pobres
8	8	0.025896040722727776	38131	7	0	peruanos		NEU	2	beneficiados
9	9	0.025377660989761353	21629	7	0	peruanos		NEU	1	listos
0	0	0.23822782933712006	6500	8	0	peruanos		NEU	10	afectados
1	1	0.05118320509791374	32757	8	0	peruanos		NEG	9	perjudicados
2	2	0.044941846281290054	6642	8	0	peruanos		NEU	8	numerosos
3	3	0.034677039831876755	38131	8	0	peruanos		NEU	7	beneficiados
4	4	0.029523827135562897	10782	8	0	peruanos		NEU	6	ricos
5	5	0.028573287650942802	9859	8	0	peruanos		NEG	5	pobres
6	6	0.02234734408557415	40360	8	0	peruanos		NEU	4	buscados
7	7	0.018892383202910423	45663	8	0	peruanos		POS	3	exitosos
8	8	0.01732933521270752	8452	8	0	peruanos		NEU	2	interesados
9	9	0.016105124726891518	7478	8	0	peruanos		NEU	1	activos
0	0	0.11396239697933197	6500	9	0	peruanos		NEG	10	afectados
1	1	0.11006665229797363	9859	9	0	peruanos		NEG	9	pobres
2	2	0.08267853409051895	10782	9	0	peruanos		POS	8	ricos
